query,title,authors,publication,date,doi,citations,link
4th generation AND thermal network,A State-of-the-Art Review of Structural Health Monitoring Techniques for Wind Turbine Blades,Haseeb S.A.,Journal of Nondestructive Evaluation,2026-03-01,10.1007/s10921-025-01296-5,0,https://api.elsevier.com/content/abstract/scopus_id/105023570055
4th generation AND thermal network,Fusion of equipment reliability data through knowledge graphs,Wang C.,Reliability Engineering and System Safety,2026-03-01,10.1016/j.ress.2025.111785,0,https://api.elsevier.com/content/abstract/scopus_id/105021081559
4th generation AND thermal network,Artificial intelligence-empowered industrial framework for extreme vulnerability analysis,Gupta V.,Future Generation Computer Systems,2026-03-01,10.1016/j.future.2025.108127,0,https://api.elsevier.com/content/abstract/scopus_id/105017736216
4th generation AND thermal network,"Three-tier framework for high-throughput biofabrication: Integrating 3D bioprinting, assistive platforms, and translational opportunities",Singh Y.P.,Bioactive Materials,2026-03-01,10.1016/j.bioactmat.2025.11.024,0,https://api.elsevier.com/content/abstract/scopus_id/105022810017
4th generation AND thermal network,Recent advances in efficient large-scale assembly and structural stabilization of colloidal photonic crystals for structural coloration of textiles,Li X.,Dyes and Pigments,2026-03-01,10.1016/j.dyepig.2025.113360,0,https://api.elsevier.com/content/abstract/scopus_id/105019645434
4th generation AND thermal network,"Biofuels in solid oxide fuel cell systems: a review of production, applications, challenges, and future prospects",Zainon A.N.,Fuel,2026-02-15,10.1016/j.fuel.2025.137092,1,https://api.elsevier.com/content/abstract/scopus_id/105020257784
4th generation AND thermal network,Hybrid solar transcritical CO2 and green hydrogen loop for sustainable off-grid energy: Performance analysis and techno-economic optimization,Ramachandran S.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124747,0,https://api.elsevier.com/content/abstract/scopus_id/105022215356
4th generation AND thermal network,Graph-enhanced residual attention networks for high-resolution reconstruction in VSHDOM,Wang Q.,Journal of Quantitative Spectroscopy and Radiative Transfer,2026-02-01,10.1016/j.jqsrt.2025.109754,0,https://api.elsevier.com/content/abstract/scopus_id/105022295427
4th generation AND thermal network,RAMR: A role-adaptive modality recalibration network for RGBT tracking,Gao Z.,Expert Systems with Applications,2026-02-01,10.1016/j.eswa.2025.129381,0,https://api.elsevier.com/content/abstract/scopus_id/105013675674
4th generation AND thermal network,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
4th generation AND thermal network,"Hybrid fractional thermoelastic–machine learning framework for heat and mass transfer in skin tissue: Enhanced simulations using Atangana–Baleanu, Cattaneo–Vernotte models, and KNN–SVM classifiers",Singhal A.,International Communications in Heat and Mass Transfer,2026-02-01,10.1016/j.icheatmasstransfer.2025.110074,0,https://api.elsevier.com/content/abstract/scopus_id/105021951870
4th generation AND thermal network,Cooperative operation optimization and profit distribution of large-scale cascade hydro complementary plants,Shi Y.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124820,0,https://api.elsevier.com/content/abstract/scopus_id/105022943057
4th generation AND thermal network,Aligning European Union ambitions of renewable energy communities with citizens actions using United Nations sustainable neighbourhood indexes,Llewellyn J.,Energy Policy,2026-02-01,10.1016/j.enpol.2025.114960,0,https://api.elsevier.com/content/abstract/scopus_id/105020855392
4th generation AND thermal network,PVSAM: Adapting geometric prompts to segment anything model for photovoltaic detection in remote sensing imagery,Yao X.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127137,0,https://api.elsevier.com/content/abstract/scopus_id/105022879511
4th generation AND thermal grid,CFD-guided design and performance evaluation of a mobile aerator for delaying channel ice formation,Zhao F.,European Journal of Mechanics B Fluids,2026-05-01,10.1016/j.euromechflu.2025.204428,0,https://api.elsevier.com/content/abstract/scopus_id/105023659322
4th generation AND thermal grid,Degradation mechanism of nickel-base single crystal superalloy after long-term aging: Roles of nanomechanical properties and morphology of γ/γ′ phases,Luo C.,Journal of Materials Science and Technology,2026-03-20,10.1016/j.jmst.2025.04.086,4,https://api.elsevier.com/content/abstract/scopus_id/105010696796
4th generation AND thermal grid,"Utilizing solar energy for UAVs: Advancements, challenges and future perspectives in defense and military applications - A review",Ismail N.,Solar Energy Materials and Solar Cells,2026-03-01,10.1016/j.solmat.2025.114075,0,https://api.elsevier.com/content/abstract/scopus_id/105022119899
4th generation AND thermal grid,Intelligent condition monitoring of power cables using advanced machine learning models,Abdolahi M.,Results in Engineering,2026-03-01,10.1016/j.rineng.2025.108371,0,https://api.elsevier.com/content/abstract/scopus_id/105023706917
4th generation AND thermal grid,Artificial intelligence-empowered industrial framework for extreme vulnerability analysis,Gupta V.,Future Generation Computer Systems,2026-03-01,10.1016/j.future.2025.108127,0,https://api.elsevier.com/content/abstract/scopus_id/105017736216
4th generation AND thermal grid,"Biofuels in solid oxide fuel cell systems: a review of production, applications, challenges, and future prospects",Zainon A.N.,Fuel,2026-02-15,10.1016/j.fuel.2025.137092,1,https://api.elsevier.com/content/abstract/scopus_id/105020257784
4th generation AND thermal grid,"Status overview of the torrefaction technology, its limitations, and prospective solutions: A reactor design and performance viewpoint",Anukam A.I.,Fuel,2026-02-15,10.1016/j.fuel.2025.136723,0,https://api.elsevier.com/content/abstract/scopus_id/105017853697
4th generation AND thermal grid,Hybrid solar transcritical CO2 and green hydrogen loop for sustainable off-grid energy: Performance analysis and techno-economic optimization,Ramachandran S.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124747,0,https://api.elsevier.com/content/abstract/scopus_id/105022215356
4th generation AND thermal grid,Buffering heat fluctuation of IGBT power electronic modules using phase change material-based thermal management for wind power generation,Zhang S.,International Journal of Heat and Mass Transfer,2026-02-01,10.1016/j.ijheatmasstransfer.2025.127903,0,https://api.elsevier.com/content/abstract/scopus_id/105017505191
4th generation AND thermal grid,Cooperative operation optimization and profit distribution of large-scale cascade hydro complementary plants,Shi Y.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124820,0,https://api.elsevier.com/content/abstract/scopus_id/105022943057
4th generation AND thermal grid,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
4th generation AND thermal grid,Aligning European Union ambitions of renewable energy communities with citizens actions using United Nations sustainable neighbourhood indexes,Llewellyn J.,Energy Policy,2026-02-01,10.1016/j.enpol.2025.114960,0,https://api.elsevier.com/content/abstract/scopus_id/105020855392
4th generation AND thermal grid,PVSAM: Adapting geometric prompts to segment anything model for photovoltaic detection in remote sensing imagery,Yao X.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127137,0,https://api.elsevier.com/content/abstract/scopus_id/105022879511
4th generation AND thermal grid,"A taxonomy for extreme weather events and their impacts on power systems: A comprehensive review of classification, effects, and mitigation strategies",Bromberger D.A.,Renewable and Sustainable Energy Reviews,2026-02-01,10.1016/j.rser.2025.116498,0,https://api.elsevier.com/content/abstract/scopus_id/105022850528
4th generation AND thermal grid,"A comprehensive review of condition monitoring systems for hydropower stations: Technologies, applications, and future trends",García Márquez F.P.,Electric Power Systems Research,2026-02-01,10.1016/j.epsr.2025.112339,0,https://api.elsevier.com/content/abstract/scopus_id/105018100100
4th generation AND thermal grid,Large language models in building energy applications: a survey,Arslan M.,Energy and Buildings,2026-02-01,10.1016/j.enbuild.2025.116800,0,https://api.elsevier.com/content/abstract/scopus_id/105023707332
4th generation AND thermal grid,"Exploring the role of model classification, complexity, and selection in volcanic hazard forecasting",Scott E.,Computers and Geosciences,2026-02-01,10.1016/j.cageo.2025.106070,0,https://api.elsevier.com/content/abstract/scopus_id/105020930473
4th generation AND thermal grid,Utilizing metal-organic frameworks and covalent-organic frameworks for enhanced cathode design and separator functionality in metal-sulfur batteries,Pan X.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119577,0,https://api.elsevier.com/content/abstract/scopus_id/105023082255
4th generation AND thermal grid,AI-driven IoT recommender system for enhancing energy efficient management in smart houses,Rodrigues T.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.129108,1,https://api.elsevier.com/content/abstract/scopus_id/105011877918
4th generation AND thermal grid,Consensus clustering of residential districts under various DR regimes: Stable flexibility oriented building clusters,Jafarinejad T.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116694,0,https://api.elsevier.com/content/abstract/scopus_id/105021931301
4th generation AND thermal grid,"Large Language Models Meet Energy Systems: Opportunities, Challenges, and Future Perspectives",Zhang C.,Applied Energy,2026-01-15,10.1016/j.apenergy.2025.127076,0,https://api.elsevier.com/content/abstract/scopus_id/105021938158
4th generation AND thermal grid,"Artificial intelligence and machine learning for distributed energy resource management systems: Applications, frameworks, and future directions",Satpathy P.R.,Applied Energy,2026-01-15,10.1016/j.apenergy.2025.127109,0,https://api.elsevier.com/content/abstract/scopus_id/105022251101
